5.855272748716496833e-01,6.062747242595859509e-01,5.203396304079828116e-01,2.560096582573100912e-05,2.370459798678797454e-07,1.463758925684157237e-05,1.528946570147824400e-05,4.397202926549168727e-05,1.317383033115741581e-04,1.197082198332792601e-03,7.567692907282060131e-05,7.958818774064061754e-05,9.197384018873733106e-05,2.270307872184618310e-04,5.226863856086747412e-05,1.318212694045279021e-01,3.417278550373340374e-03,4.577452689640704869e-03,-3.570722561446466881e-02,4.634367429406982325e-04,1.216994653256644153e-02,1.050558152026959428e-03,2.000000000000000000e+00
5.488132044084486072e-01,6.407590358000747610e-01,5.261674351249835402e-01,1.174373522133673760e-05,8.016201516270810887e-08,4.729558894599778701e-06,6.132394159947170481e-06,1.422875769138068962e-05,5.046198854492475478e-05,4.489072849111653695e-04,2.629314097336825706e-05,2.873808243583085811e-05,4.569234864274362425e-05,7.887942292010478135e-05,2.328706540476670507e-05,1.030202137863543282e-01,1.846131209197167822e-03,2.592623942996854711e-03,-2.624162886242470405e-02,6.124899011529456915e-04,8.181643891264364990e-03,5.551700522108512148e-04,2.000000000000000000e+00
5.705936643315693280e-01,5.969362213482117818e-01,5.559611045494614601e-01,5.077811376092990328e-06,2.538905688046495508e-08,2.623535877648045398e-06,3.018476762455277847e-06,7.842397569743618320e-06,2.691240029329284908e-05,2.397855372043912502e-04,1.323051964104229171e-05,1.709529829951306936e-05,2.028303544117144683e-05,3.969155892312687344e-05,2.031124550437196301e-06,9.220177056456849152e-02,1.039639564160239112e-03,2.093561883318899655e-03,-2.170971425143645300e-02,5.036624683820236942e-04,4.357351751008676881e-03,1.583741158140203190e-04,1.000000000000000000e+00
5.757076941885598265e-01,6.375273491790892644e-01,5.075375867155110798e-01,1.462960149122213024e-05,8.218877242259622766e-08,8.794198649217798517e-06,7.670952092775649433e-06,2.640999220512759278e-05,4.602571255665389321e-05,4.082042363655613028e-04,2.358817768528512061e-05,2.786199385126012556e-05,3.564253097393256899e-05,7.076453305585537199e-05,1.698567963400322072e-05,6.484968106717585445e-02,1.208440698309664512e-03,1.978705654576994044e-03,-1.633649791689461075e-02,6.856817509414884050e-04,6.819451753845824984e-03,4.871246352714856103e-04,2.000000000000000000e+00
5.467338417482209278e-01,6.479078021566740953e-01,5.135451685110502540e-01,1.724528542036823987e-05,1.457348063693090239e-07,8.063992619101769115e-06,9.229871070056240248e-06,2.424055612609507006e-05,6.596928901650723760e-05,6.266596673880289606e-04,3.225597047640707646e-05,3.818251926875896771e-05,5.537922642033744149e-05,9.676791142922120227e-05,2.113154692354980919e-05,1.284215113726351332e-01,2.007715559946785747e-03,3.675917599321871978e-03,-3.071861886184410612e-02,1.063305436404873676e-03,1.065521577027062940e-02,7.790788435428102525e-04,1.000000000000000000e+00
5.858280913004773049e-01,6.202630088680942677e-01,5.120688388648741984e-01,3.239445208006131528e-05,3.299944184726110237e-07,1.600472929592163486e-05,1.754470324879381710e-05,4.801418788776490120e-05,2.712554119844862166e-04,2.425458975773691142e-03,1.475625041270025748e-04,1.711571050477942357e-04,2.008016036405838251e-04,4.427425114507531519e-04,1.667021803984140252e-04,9.382841298571240052e-02,3.507917667061498639e-03,4.092282783106747888e-03,-2.915677234219401018e-02,1.762087696039124629e-03,1.306303805170334204e-02,1.336917387372038276e-03,2.000000000000000000e+00
5.613676036990864482e-01,6.590700937267499615e-01,4.881720756661685479e-01,2.597858103609682433e-05,2.502753471685628363e-07,1.456602520521035790e-05,1.421563971917436732e-05,4.369807561563107369e-05,8.789670192559926904e-05,7.758535762225447904e-04,4.840325214240005514e-05,5.170688672502507429e-05,6.822505963815024457e-05,1.452598114966338464e-04,7.182902463737753942e-05,1.062118518313946991e-01,2.788292615270241814e-03,3.369136646485985410e-03,-2.811655318377732568e-02,9.254982118015719081e-04,9.369663287595296833e-03,1.063099597674847839e-03,2.000000000000000000e+00
5.936864015711642573e-01,7.413793787168705407e-01,3.033048635322187492e-01,2.637103173281882498e-05,1.519944192093303911e-07,1.531343773534003458e-05,1.500944889692137549e-05,4.594031320602010374e-05,8.903073105186526327e-05,8.511687475722500007e-04,4.898020159020671495e-05,5.395801881931228632e-05,6.535760026001205634e-05,1.469406047706201381e-04,7.675718170071183313e-05,7.294212177855763368e-02,2.350833084282548911e-03,2.767898170871991009e-03,-2.258709646785821840e-02,5.447441985857598163e-04,7.332647766613324333e-03,6.915290090766904344e-04,2.000000000000000000e+00
5.479502571566056135e-01,6.335506385062082968e-01,5.307540169236169003e-01,2.443181672446482596e-05,1.978284755017395086e-07,1.285885090761306692e-05,1.399636464174807017e-05,3.857655272283920246e-05,1.207742842938119545e-04,1.068273767709393461e-03,7.082259422962273641e-05,6.553068250995120196e-05,9.055598466092125659e-05,2.124183255699927839e-04,2.368995994133330453e-05,1.258090189953312565e-01,2.161429411925018269e-03,4.035245894741831645e-03,-2.627834771479806153e-02,9.983463473314157979e-04,1.100823970497260933e-02,1.209285905047033025e-03,2.000000000000000000e+00
6.280958325753860372e-01,7.215965274877981228e-01,2.816265718726442824e-01,3.045143994426097381e-05,2.051983823737262274e-07,1.493844223680726845e-05,1.772914023708994512e-05,4.481532671042180873e-05,2.264158951111695317e-04,2.224350464931192442e-03,1.014090405690954913e-04,1.465937243677900180e-04,2.366758142298558409e-04,3.042271217072865146e-04,1.296853776601949895e-04,7.091656094835978308e-02,2.730443547282455832e-03,2.952669291425553608e-03,-1.620689245332104789e-02,1.468686902001707997e-03,1.275927645567477044e-02,1.548956405218662215e-03,2.000000000000000000e+00
