8.755209452324695663e-02,3.661269407335782100e-01,4.154744849194083045e-01,5.571496924206624513e-02,8.261734010466394995e-01,2.735000000000000142e+01
6.101098370410436289e-02,1.307378222230807796e-01,2.171273243587243662e-01,5.126973420512971613e-03,9.654090950825926498e-01,0.000000000000000000e+00
1.940678553923505523e-02,6.224818003150866391e-02,1.587938867078289573e-01,9.764420397099397853e-03,9.851079628123655674e-01,2.180000000000000160e+00
3.702686610668756706e-02,2.945318894850147695e-02,1.869576231826308166e-01,5.610131228285995982e-03,9.812119518272206520e-01,8.848999999999999488e+01
2.812857793427537764e-02,8.082924693757292944e-02,1.461392784631318775e-01,1.293267951001166906e-02,9.854701786628892179e-01,2.689999999999999947e+00
3.139381781843033487e-02,6.031999930178753855e-02,1.935723613957363587e-01,8.225454450243755572e-03,9.786919886715028660e-01,0.000000000000000000e+00
1.293057071442306472e-01,2.637155869388914664e-01,4.261984163109181489e-01,5.104172650430157526e-02,8.540982235053130589e-01,1.939999999999999947e+00
3.295415039294337378e-02,9.278353023255900278e-02,2.260398762389756733e-01,6.398864153969586847e-03,9.691079761186938146e-01,0.000000000000000000e+00
2.400542076603224759e-02,9.335441409012541769e-02,2.876205043633863756e-01,1.185452877334925922e-02,9.528077501579467201e-01,1.632999999999999829e+01
2.162088186382203070e-01,8.171671885539035785e-01,1.361945314256505779e-01,5.107294928461897365e-02,5.141343561318310051e-01,0.000000000000000000e+00
3.160861399515922654e-02,5.826472625835802527e-02,2.291260360109929339e-01,4.369854469376851895e-03,9.711273249111823658e-01,2.470000000000000195e+00
1.309413021641020990e-02,5.977755098795965727e-02,7.230237119496071840e-02,1.138620018818279137e-02,9.954385514518805378e-01,2.203000000000000114e+01
7.853134049055146559e-02,1.041135195897462673e-01,3.087709523833046532e-01,1.189868795311386021e-02,9.420786186877898594e-01,1.008000000000000007e+01
1.054895578615263896e-01,2.985553524382822399e-01,3.950882497266602345e-01,2.985553524382822399e-02,8.618297840385080733e-01,0.000000000000000000e+00
1.136153991036912246e-02,8.603884592318362945e-02,3.198880168938878499e-01,6.618372763321818050e-03,9.434490374115250821e-01,1.830000000000000071e+01
2.697701274433297880e-02,1.211212817092501143e-01,1.981984609787729168e-01,1.835170934988638062e-03,9.722735613569802871e-01,0.000000000000000000e+00
2.986580319278525977e-02,6.035058676262305966e-02,2.183453280052849721e-01,9.284705655788164091e-03,9.735013880093890126e-01,1.560000000000000053e+00
4.203442606486058192e-02,4.432721294112570293e-02,2.415068842999262555e-01,1.528524584176748280e-03,9.684731765343878029e-01,4.332000000000000028e+01
2.131375480880014495e-01,8.477061571681875352e-01,1.598531610660010593e-01,7.266052775727321889e-02,4.529172896870030107e-01,1.100000000000000089e+00
5.952586074541324490e-02,1.026307943886435176e-01,2.310333215904352977e-01,9.122737278990534354e-03,9.656417409811480779e-01,7.360000000000000320e+00
1.645752207941814441e-02,8.738507298806093282e-02,6.044134215007548189e-02,1.019492518194044239e-02,9.941508470275066678e-01,0.000000000000000000e+00
3.095014126892934106e-02,3.555973677706775193e-02,1.347318915664456052e-01,5.268109152158185343e-03,9.897460069617191047e-01,3.330000000000000071e+00
1.179100843909956370e-01,7.621017649661914195e-01,4.601369146965684359e-02,1.006549500898743371e-01,6.269365462740744688e-01,4.620000000000000107e+00
2.051724615796870349e-02,5.251438004718179953e-02,1.588865312590314327e-01,2.442529304520083770e-03,9.856827008390798284e-01,5.830000000000000071e+00
2.512993051799064861e-02,4.934187270655698149e-02,3.170502192749231618e-01,1.147485411780394893e-03,9.467902132600038989e-01,7.076000000000000512e+01
2.670537403943857788e-02,3.628447559706328429e-02,6.342526334366663243e-02,5.805516095530125625e-03,9.969522515049108469e-01,2.423000000000000043e+01
3.708360386828433997e-02,3.436318505169205784e-02,1.218461269957914067e-01,7.158996885769178427e-03,9.912347088036003173e-01,0.000000000000000000e+00
3.091881451818232623e-02,9.304272887415976356e-02,2.592313569093897541e-01,1.001998618644797494e-02,9.607735326205544268e-01,0.000000000000000000e+00
