9.128636577151659075e-10,3.817429841354330647e-09,4.331952993884696995e-09,5.809132367278329066e-10,8.614113424621292314e-09,1.000000000000000000e+00,2.735000000000000142e+01
3.141777163617552053e-12,6.732379636323325712e-12,1.118103049405069969e-11,2.640148876989539485e-13,4.971400335371303396e-11,1.000000000000000000e+00,0.000000000000000000e+00
4.642590600415770344e-14,1.489132834095624602e-13,3.798748661094916680e-13,2.335894641718626697e-14,2.356625706663879468e-12,1.000000000000000000e+00,2.180000000000000160e+00
1.575269712034058357e-13,1.253055452754364636e-13,7.953918659626515244e-13,2.386772290960694365e-14,4.174464736890255075e-12,1.000000000000000000e+00,8.848999999999999488e+01
2.066923755111718283e-13,5.939436077907237072e-13,1.073850042885628509e-12,9.503097724651579618e-14,7.241360466184503593e-12,1.000000000000000000e+00,2.689999999999999947e+00
1.234947719679657708e-13,2.372825312921612926e-13,7.614612140557539269e-13,3.235670881256745014e-14,3.849909070215316698e-12,1.000000000000000000e+00,0.000000000000000000e+00
1.489961422243581838e-09,3.038737111154673765e-09,4.910991266737069738e-09,5.881426666750981047e-10,9.841587289029975897e-09,9.999999999999997780e-01,1.939999999999999947e+00
2.524764501771177980e-13,7.108560247705258302e-13,1.731792350001298506e-12,4.902455343245005486e-14,7.424768617344560653e-12,1.000000000000000000e+00,0.000000000000000000e+00
1.473873294813295130e-13,5.731729479829481035e-13,1.765918558785559182e-12,7.278386641053308990e-14,5.850003262746596938e-12,1.000000000000000000e+00,1.632999999999999829e+01
5.055556940248785017e-07,1.910761678204265056e-06,3.184602797007108780e-07,1.194226048877665660e-07,1.202187555870183594e-06,9.999999999972661868e-01,0.000000000000000000e+00
1.647431850849431424e-13,3.036740738892961514e-13,1.194198295569657120e-12,2.277555554169720946e-14,5.061487626549843962e-12,1.000000000000000000e+00,2.470000000000000195e+00
8.795887582371475169e-13,4.015513896300021475e-12,4.856859665048596957e-12,7.648597897714327244e-13,6.686786712076750407e-11,1.000000000000000000e+00,2.203000000000000114e+01
8.286356427491815963e-12,1.098569980917475759e-11,3.258044686263828253e-11,1.255508549619972244e-12,9.940488941616129869e-11,1.000000000000000000e+00,1.008000000000000007e+01
2.176288189436064386e-09,6.159306196517164231e-09,8.150815200057714360e-09,6.159306196517163611e-10,1.777986388727954608e-08,9.999999999999997780e-01,0.000000000000000000e+00
2.250323028691119873e-14,1.704128118814634395e-13,6.335860954567230060e-13,1.310867783703564871e-14,1.868642025669431413e-12,1.000000000000000000e+00,1.830000000000000071e+01
3.521742228771192818e-13,1.581190388427882655e-12,2.587402453791080487e-12,2.395743012769519145e-14,1.269264648165291070e-11,1.000000000000000000e+00,0.000000000000000000e+00
1.958659228271963313e-13,3.957912430186868980e-13,1.431952420254787700e-12,6.089096046441336796e-14,6.384417204693741441e-12,1.000000000000000000e+00,1.560000000000000053e+00
2.693127105232991940e-13,2.840024947336609572e-13,1.547323936824773602e-12,9.793189473574515113e-15,6.204964850456813139e-12,1.000000000000000000e+00,4.332000000000000028e+01
3.848350673363509668e-06,1.530594017815032221e-05,2.886263005022632039e-06,1.311937729555741971e-06,8.177745180897458150e-06,9.999999998369955012e-01,1.100000000000000089e+00
1.918166221642601461e-12,3.307183140763105786e-12,7.444836714651169346e-12,2.939718347344982853e-13,3.111691870664664170e-11,1.000000000000000000e+00,7.360000000000000320e+00
7.625125987226321559e-14,4.048739462244064710e-13,2.800378128052144854e-13,4.723529372618075453e-14,4.606115928212997536e-12,1.000000000000000000e+00,0.000000000000000000e+00
